"legal_status","species","site_order","site_info","caretaker","date","dbh","plot_size","latitude","longitude"
"Other","Magnolia grandiflora :: Southern Magnolia",18,"Sidewalk: Curb side : Cutout","Purchasing Dept",2006-09-11,3,4,37.7439170824372,-122.390249918369
"Other","Platanus x hispanica :: Sycamore: London Plane",16,"Sidewalk: Curb side : Cutout","Port",2001-02-01,12,3,37.7806378144268,-122.388947276171
"Other","Platanus x hispanica :: Sycamore: London Plane",1,"Sidewalk: Curb side : Cutout","Port",2000-12-18,12,4,37.7934997349939,-122.392506866704
"Other","Lophostemon confertus :: Brisbane Box",7,"Sidewalk: Curb side : Cutout","Private",2017-09-12,3,3,37.7738418457656,-122.408790872027
"Other","Corymbia ficifolia :: Red Flowering Gum",1,"Sidewalk: Curb side : Cutout","Private",1973-02-23,14,3,37.7416319294131,-122.420886138248
"Other","Pittosporum undulatum :: Victorian Box",1,"Sidewalk: Curb side : Cutout","Private",1990-05-07,12,3,37.7782350249698,-122.426873122068
"Other","Lophostemon confertus :: Brisbane Box",2,"Sidewalk: Curb side : Cutout","Private",2016-08-18,3,3,37.7885027900531,-122.413279293156
"Other","Tristaniopsis laurina :: Swamp Myrtle",13,"Sidewalk: Curb side : Cutout","Private",2016-11-10,3,3,37.7748722137679,-122.42430913733
"Other","Pyrus kawakamii :: Evergreen Pear",1,"Sidewalk: Curb side : Cutout","Private",2007-01-01,4,3,37.7907946063198,-122.434307574482
"Other","Maytenus boaria :: Mayten",3,"Sidewalk: Curb side : Cutout","Private",1990-04-11,3,3,37.7801814652814,-122.426561638009
"Other","Corymbia ficifolia :: Red Flowering Gum",15,"Sidewalk: Curb side : Cutout","PUC",2005-03-08,3,3,37.7216528879997,-122.47220960662
"Other","Platanus x hispanica :: Sycamore: London Plane",9,"Sidewalk: Curb side : Cutout","Private",2011-08-17,9,4,37.7990918675768,-122.401235100386
"Other","Magnolia grandiflora :: Southern Magnolia",1,"Sidewalk: Curb side : Cutout","Dept of Real Estate",2006-02-11,3,3,37.7840767362854,-122.403876281312
"Other","Magnolia spp :: Magnolia",1,"Sidewalk: Curb side : Cutout","Private",1976-09-16,20,6,37.7608172180801,-122.437394726023
"Other","Tree(s) ::",3,"Sidewalk: Curb side : Cutout","Private",2006-09-06,3,3,37.7807175752995,-122.393633072247
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2017-02-03,3,3,37.7307530256695,-122.446861792344
"Other","Pyrus kawakamii :: Evergreen Pear",1,"Sidewalk: Curb side : Cutout","Private",1990-03-23,6,4,37.7861868134065,-122.431926195851
"Other","Platanus x hispanica :: Sycamore: London Plane",1,"Sidewalk: Curb side : Cutout","Private",2014-11-10,3,3,37.7920333111805,-122.440130949989
"Other","Tree(s) ::",2,"Sidewalk: Curb side : Cutout","Port",2014-06-24,20,3,37.7911586409716,-122.445984946853
"Other","Lophostemon confertus :: Brisbane Box",4,"Sidewalk: Curb side : Cutout","Private",2019-10-16,3,3,37.7842640010762,-122.410927291409
"Other","Washingtonia robusta :: Mexican Fan Palm",3,"Sidewalk: Curb side : Cutout","Private",2012-05-28,12,3,37.7286075378693,-122.467717637207
"Other","Platanus x hispanica 'Yarwood' :: Yarwood Sycamore",3,"Sidewalk: Curb side : Cutout","Port",2001-02-05,12,3,37.808912348093,-122.41573688061
"Other","Olea europaea :: Olive Tree",1,"Sidewalk: Curb side : Cutout","Private",2006-02-28,3,3,37.7810779855184,-122.446916917115
"Other","Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia",1,"Sidewalk: Property side : Cutout","Private",2019-07-03,3,3,37.7310148065902,-122.478011682019
"Other","Metrosideros excelsa :: New Zealand Xmas Tree",1,"Sidewalk: Curb side : Cutout","Private",1983-07-09,10,3,37.7598336026602,-122.475203607164
"Other","Washingtonia robusta :: Mexican Fan Palm",7,"Sidewalk: Curb side : Cutout","Private",2018-03-20,3,4,37.7669439332411,-122.397677495329
"Other","Platanus x hispanica :: Sycamore: London Plane",1,"Sidewalk: Curb side : Cutout","Private",1983-04-25,18,5,37.7711299378789,-122.433713599169
"Other","Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau'",2,"Sidewalk: Curb side : Cutout","Private",1998-05-26,5,3,37.7245175599498,-122.391032618645
"Other","Acer rubrum 'Armstrong' :: Armstrong Red Maple",1,"Sidewalk: Curb side : Cutout","DPW",2016-02-19,3,3,37.7529005086992,-122.409581443394
"Other","Tristaniopsis laurina :: Swamp Myrtle",1,"Sidewalk: Curb side : Cutout","Private",2019-01-28,3,3,37.7205885233371,-122.443368776907
"Other","Corymbia ficifolia :: Red Flowering Gum",13,"Sidewalk: Curb side : Cutout","PUC",1995-06-15,12,3,37.7238438117461,-122.472033912425
"Other","Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia",1,"Sidewalk: Curb side : Cutout","Private",2015-01-20,3,3,37.7542935760975,-122.465771900659
"Other","Lophostemon confertus :: Brisbane Box",13,"Sidewalk: Curb side : Cutout","Private",2001-01-26,9,3,37.7365838606598,-122.386190822782
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",2017-01-05,3,3,37.785536126129,-122.39371308036
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2015-01-06,3,4,37.7641813150476,-122.461265047591
"Other","Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear",1,"Sidewalk: Curb side : Cutout","Private",1997-02-21,30,3,37.7394596586207,-122.412265995986
"Other","Tristaniopsis laurina :: Swamp Myrtle",1,":","Private",2018-09-17,3,3,37.7745186107768,-122.427121843201
"Other","Lophostemon confertus :: Brisbane Box",3,"Sidewalk: Curb side : Cutout","Private",2006-02-28,6,3,37.7199425878086,-122.392163639387
"Other","Pittosporum undulatum :: Victorian Box",1,"Sidewalk: Curb side : Cutout","Private",1988-08-15,8,2.5,37.7606565715575,-122.422226050785
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",2001-12-04,11,3,37.7878430651529,-122.391832357976
"Other","Maytenus boaria :: Mayten",1,"Sidewalk: Curb side : Cutout","Private",2009-07-01,3,3,37.7208849628012,-122.432167545235
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2011-04-29,13,3,37.7518751488757,-122.437006504969
"Other","Betula pendula :: European White Birch",1,"Sidewalk: Curb side : Cutout","Private",2018-12-04,3,4,37.7357869155289,-122.421451570943
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2015-07-23,3,3,37.7790306545162,-122.397181094632
"Other","Magnolia grandiflora :: Southern Magnolia",2,"Sidewalk: Curb side : Cutout","Private",2008-06-26,2,3,37.7866059021685,-122.468105458905
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2011-12-07,3,3,37.7531199745231,-122.445333534573
"Other","Ulmus parvifolia :: Chinese Elm",4,"Sidewalk: Curb side : Cutout","Private",2018-03-20,3,3,37.7665955668607,-122.39512298129
"Other","Magnolia grandiflora :: Southern Magnolia",1,"Sidewalk: Curb side : Cutout","Private",2019-01-07,3,3,37.7855014569703,-122.480751415036
"Other","Platanus x hispanica :: Sycamore: London Plane",5,"Sidewalk: Curb side : Cutout","Private",1997-11-21,25,3,37.7605630977095,-122.421288241163
"Other","Maytenus boaria :: Mayten",3,"Sidewalk: Curb side : Cutout","Private",2002-06-11,7,3,37.7588935777169,-122.412397863657
"Other","Tristaniopsis laurina :: Swamp Myrtle",1,"Sidewalk: Curb side : Cutout","Private",2010-06-11,3,2,37.7450383826304,-122.408068471788
"Other","Podocarpus gracilor :: Fern Pine",1,"Sidewalk: Curb side : Cutout","Private",2018-01-30,3,3,37.7380342134096,-122.416623786263
"Other","Lophostemon confertus :: Brisbane Box",2,"Sidewalk: Curb side : Cutout","Private",1995-08-23,12,3,37.734964889641,-122.382981843975
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",5,"Sidewalk: Curb side : Cutout","Private",2016-02-03,3,3,37.745451336071,-122.43557466137
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",2008-01-18,3,3,37.718208430114,-122.398273402721
"Other","Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman'",3,"Sidewalk: Curb side : Cutout","Private",1998-06-12,3,3,37.7603812969624,-122.384018475054
"Other","Syagrus romanzoffianum :: Queen Palm",2,"Sidewalk: Curb side : Cutout","Private",2009-11-01,3,3,37.7865897969129,-122.419720826278
"Other","Tristaniopsis laurina :: Swamp Myrtle",1,"Sidewalk: Curb side : Cutout","Private",2019-01-28,3,4,37.8005613036105,-122.441179804419
"Other","Prunus lyonii :: Catalina Cherry",2,"Sidewalk: Curb side : Cutout","Private",2008-06-04,4,3,37.7229048353865,-122.427367408132
"Other","Ginkgo biloba 'Princeton Sentry' :: Princeton Sentry Maidenhair",1,"Sidewalk: Curb side : Cutout","Private",2012-08-07,24,3,37.7969580495509,-122.423274742897
"Other","Corymbia ficifolia :: Red Flowering Gum",1,"Sidewalk: Curb side : Cutout","Private",1992-05-07,12,3,37.7819808563968,-122.434622894692
"Other","Magnolia grandiflora :: Southern Magnolia",1,"Sidewalk: Curb side : Cutout","Private",1998-12-12,3,4,37.7756818605142,-122.428676512776
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",1,"Sidewalk: Curb side : Cutout","Private",2001-06-18,12,3,37.7213146240404,-122.46456981823
"Other","Ulmus parvifolia :: Chinese Elm",1,"Sidewalk: Curb side : Cutout","Private",1998-04-03,8,4,37.7973863786405,-122.403547515196
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",1,"Sidewalk: Curb side : Cutout","Private",2017-04-25,3,3,37.7158252789105,-122.436274566668
"Other","Tree(s) ::",3,"Sidewalk: Curb side : Cutout","Rec/Park",2014-01-02,12,3,37.7800537702914,-122.428653843346
"Other","Eucalyptus Spp :: Eucalyptus",4,"Sidewalk: Curb side : Cutout","Private",2011-09-30,23,4,37.7503237031932,-122.436135767062
"Other","Pyrus kawakamii :: Evergreen Pear",1,"Sidewalk: Curb side : Cutout","Private",1993-01-05,6,3,37.7296136527509,-122.381146110708
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",2,"Sidewalk: Curb side : Cutout","Private",2012-10-01,12,3,37.7186879861427,-122.397788483239
"Other","Eriobotrya deflexa :: Bronze Loquat",1,"Sidewalk: Curb side : Cutout","Private",2017-08-09,3,4,37.7121800264355,-122.437780563503
"Other","Eriobotrya deflexa :: Bronze Loquat",1,"Sidewalk: Curb side : Cutout","Private",2015-01-27,3,3,37.7539999097808,-122.430862790198
"Other","Lophostemon confertus :: Brisbane Box",4,"Sidewalk: Curb side : Cutout","Private",1995-01-20,3,2,37.7616075289461,-122.388823529289
"Other","Pittosporum undulatum :: Victorian Box",3,"Sidewalk: Curb side : Cutout","Private",2008-11-08,3,3,37.7726489102167,-122.43238195811
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",1990-05-24,13,3,37.7267759667116,-122.461478485951
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2006-11-28,3,4,37.7498509271031,-122.429399011377
"Other","Pittosporum spp :: Pittosporum spp",10,"Sidewalk: Curb side : Cutout","Office of Mayor",2016-01-19,3,3,37.7797350134544,-122.430062547125
"Other","Eriobotrya deflexa :: Bronze Loquat",2,"Sidewalk: Curb side : Cutout","Private",2017-10-31,3,3,37.7669118184545,-122.4167621155
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",2000-04-20,6,3,37.7799803743496,-122.389299616981
"Other","Palm (unknown Genus) :: Palm Spp",6,"Sidewalk: Curb side : Cutout","Private",2003-07-25,12,3,37.761432435497,-122.393574353924
"Other","Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry",1,"Sidewalk: Curb side : Cutout","Private",2012-12-27,5,3,37.7515457024264,-122.431263818404
"Other","Magnolia grandiflora :: Southern Magnolia",2,"Sidewalk: Curb side : Cutout","Private",2015-11-03,3,3,37.7953804657925,-122.434397600465
"Other","Melaleuca quinquenervia :: Cajeput",2,"Sidewalk: Curb side : Cutout","Private",1996-05-15,5,3,37.7362499588234,-122.385749620885
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",2015-11-03,12,3,37.7832203349453,-122.415995113119
"Other","Tristaniopsis laurina :: Swamp Myrtle",10,"Sidewalk: Curb side : Cutout","Rec/Park",1998-07-06,3,3,37.7258067629719,-122.442479358973
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2015-09-23,12,3,37.7480913062991,-122.405070752301
"Other","Tree(s) ::",4,"Sidewalk: Curb side : Cutout","Private",2019-12-17,0,9,37.7620514180509,-122.389544911688
"Other","Corymbia ficifolia :: Red Flowering Gum",17,"Sidewalk: Curb side : Cutout","PUC",1995-06-23,12,3,37.7171549272284,-122.472485017828
"Other","Pittosporum crassifolium :: Karo Tree",1,"Sidewalk: Curb side : Cutout","Private",2016-06-29,3,6,37.7967792476092,-122.401729753342
"Other","Washingtonia robusta :: Mexican Fan Palm",2,"Sidewalk: Curb side : Cutout","Private",2017-05-25,3,3,37.7795558601644,-122.407223669342
"Other","Acer buergeranum :: Trident Maple",1,"Sidewalk: Curb side : Cutout","Private",2015-01-22,3,3,37.7090892698694,-122.443658181084
"Other","Liquidambar styraciflua :: American Sweet Gum",2,"Sidewalk: Curb side : Cutout","Private",1981-01-14,12,4,37.7657953383606,-122.421139154349
"Other","Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia",3,"Sidewalk: Property side : Yard","Private",2016-12-21,3,4,37.7243327619491,-122.468352901223
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2015-07-13,3,3,37.7427771012669,-122.470039963617
"Other","Tree(s) ::",2,"Sidewalk: Curb side : Cutout","Private",2016-02-04,3,3,37.8048028635373,-122.440350399876
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",2017-12-08,3,3,37.7862850971301,-122.439229688457
"Other","Lophostemon confertus :: Brisbane Box",3,"Sidewalk: Curb side : Cutout","Private",2007-02-16,3,3,37.7830117847389,-122.425154916389
"Other","Hymenosporum flavum :: Sweet Shade",1,"Sidewalk: Curb side : Cutout","Private",2007-03-14,6,3,37.7404720645711,-122.386587398583
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",1980-01-08,22,3,37.7675617523691,-122.450575971984
"Other","Phoenix canariensis :: Canary Island Date Palm",11,"Median : Cutout","Port",2001-02-05,24,4,37.7955217871698,-122.394396639485
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",2,"Sidewalk: Curb side : Cutout","Private",1995-03-21,12,3,37.7306108324003,-122.439859019702
"Other","Platanus x hispanica :: Sycamore: London Plane",15,"Sidewalk: Curb side : Cutout","Port",2001-02-01,12,3,37.7806861454365,-122.388907195889
"Other","Callistemon citrinus :: Lemon Bottlebrush",1,"Sidewalk: Curb side : Cutout","Private",2015-03-02,3,3,37.7550220459753,-122.504020225851
"Other","Platanus x hispanica :: Sycamore: London Plane",17,"Sidewalk: Curb side : Cutout","Port",1995-10-15,6,4,37.8060884463757,-122.404375360949
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",2017-06-05,3,4,37.8025259652646,-122.423293075825
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",1990-03-15,30,3,37.7705521343685,-122.44395792635
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",1978-09-21,8,3,37.7664046289786,-122.419485327641
"Other","Jacaranda mimosifolia :: Jacaranda",1,"Sidewalk: Curb side : Cutout","Private",1997-07-05,12,6,37.7651141201322,-122.410530241296
"Other","Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia",3,"Sidewalk: Curb side : Cutout","Private",2015-03-19,3,3,37.7244202473951,-122.439827638683
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",1,"Sidewalk: Curb side : Cutout","Private",2008-12-03,2,3,37.7357177838285,-122.431505742398
"Other","Pittosporum undulatum :: Victorian Box",1,"Sidewalk: Curb side : Cutout","Private",2006-03-01,8,3,37.7791300442685,-122.402087872132
"Other","Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry",1,"Sidewalk: Curb side : Cutout","Private",2014-03-03,15,5,37.770471351578,-122.435220225203
"Other","Pittosporum undulatum :: Victorian Box",3,"Sidewalk: Curb side : Cutout","Private",2017-09-18,3,6,37.7511816461268,-122.408251752714
"Other","Metrosideros excelsa :: New Zealand Xmas Tree",1,"Sidewalk: Curb side : Cutout","Private",2016-05-17,3,3,37.7822541806174,-122.415528017206
"Other","Tristaniopsis laurina :: Swamp Myrtle",1,"Sidewalk: Curb side : Cutout","Private",2011-06-15,3,3,37.7677407737782,-122.429918651186
"Other","Pyrus kawakamii :: Evergreen Pear",1,"Sidewalk: Curb side : Cutout","Private",2012-06-06,7,4,37.7551316851739,-122.391004420622
"Other","Prunus cerasifera :: Cherry Plum",2,"Sidewalk: Curb side : Cutout","Private",2017-01-03,0,3,37.7607001866898,-122.417182659168
"Other","Tristaniopsis laurina :: Swamp Myrtle",1,"Sidewalk: Curb side : Cutout","Private",2003-04-01,3,3,37.7246865445791,-122.459488367015
"Other","Liquidambar styraciflua 'Palo Alto' :: Palo Alto Sweet Gum",4,"Sidewalk: Curb side : Cutout","Private",2007-11-21,4,3,37.7570585841288,-122.419705571484
"Other","Eriobotrya deflexa :: Bronze Loquat",3,"Sidewalk: Curb side : Cutout","Private",2007-05-29,2,3,37.771298965913,-122.416133528945
"Other","Prunus cerasifera 'Krauter vesuvius' :: Purple Leaf Plum Krauter Vesuvius",2,"Sidewalk: Curb side : Cutout","Private",2012-12-07,10,3,37.7616611583313,-122.409072215017
"Other","Araucaria araucana :: Monkey puzzle",1,"Front Yard : Yard","Private",2017-05-30,3,3,37.7616357315689,-122.442804047122
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",7,"Sidewalk: Curb side : Cutout","PUC",2008-01-18,3,3,37.7215720016004,-122.472440839907
"Other","Lophostemon confertus :: Brisbane Box",10,"Sidewalk: Curb side : Cutout","Rec/Park",1997-02-25,12,3,37.7814929008439,-122.42399680549
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",2,"Sidewalk: Curb side : Cutout","Private",2011-04-21,3,3,37.7198180140809,-122.408411114692
"Other","Corymbia ficifolia :: Red Flowering Gum",23,"Sidewalk: Curb side : Cutout","PUC",2005-03-08,3,3,37.7216528879997,-122.47220960662
"Other","Acer rubrum :: Red Maple",1,"Sidewalk: Curb side : Cutout","Private",2008-04-22,3,3,37.7101888713812,-122.455574291439
"Other","Magnolia grandiflora :: Southern Magnolia",1,"Sidewalk: Curb side : Cutout","Private",2010-01-20,2,3,37.7632007514424,-122.424600058334
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",1,"Sidewalk: Curb side : Cutout","Private",1998-12-21,8,3,37.7646055260983,-122.413131696747
"Other","Pittosporum undulatum :: Victorian Box",1,"Sidewalk: Curb side : Cutout","Private",1994-06-28,12,4,37.7662515042964,-122.419653398412
"Other","Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia",1,"Sidewalk: Curb side : Cutout","Private",2009-11-01,3,3,37.7883661638156,-122.420416088533
"Other","Tristaniopsis laurina :: Swamp Myrtle",2,"Sidewalk: Curb side : Cutout","Private",1993-04-20,6,3,37.7205144342923,-122.396339265181
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2015-05-16,3,3,37.7432856997735,-122.432309510606
"Other","Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear",3,"Sidewalk: Curb side : Cutout","Private",2007-03-01,3,3,37.7722336617279,-122.418276562246
"Other","Syzygium paniculatum :: Brush Cherry",1,"Sidewalk: Curb side : Cutout","Private",2016-11-07,3,3,37.7339319096844,-122.464724497297
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",1,"Sidewalk: Curb side : Cutout","MTA",1996-06-28,8,3,37.7208226804469,-122.446619141783
"Other","Tree(s) ::",2,"Sidewalk: Curb side : Cutout","Private",2011-06-17,18,3,37.7514926068818,-122.43186249165
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",1998-12-12,20,4,37.7729015496309,-122.427859946894
"Other","Platanus x hispanica :: Sycamore: London Plane",43,"Sidewalk: Curb side : Cutout","Port",1995-10-30,6,4,37.8015350805856,-122.399937496957
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2015-04-07,3,3,37.7677960380785,-122.416694183518
"Other","Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold",8,"Sidewalk: Curb side : Cutout","Private",2009-06-26,3,3,37.7672998944856,-122.421213943138
"Other","Myoporum laetum :: Myoporum",1,"Sidewalk: Curb side : Cutout","Private",2016-08-18,3,4,37.7654379718508,-122.45127562217
"Other","Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'",1,"Sidewalk: Curb side : Cutout","Private",1997-02-28,6,3,37.7806323990208,-122.431624898149
"Other","Leptospermum scoparium 'Ruby Glow' :: New Zealand Ruby Glow Tea Tree",1,"Sidewalk: Curb side : Cutout","Private",2015-03-03,3,3,37.765455855162,-122.469471856315
"Other","Cotinus coggygria 'Royal Purple' :: Smoke tree",5,"Sidewalk: Curb side : Cutout","Private",2015-05-05,3,3,37.7633108106613,-122.406727421634
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",1999-12-13,2,3,37.7775739347442,-122.423172500044
"Other","Ligustrum lucidum :: Glossy Privet",8,"Sidewalk: Curb side : Cutout","SFUSD",1994-06-18,3,3,37.7371218206329,-122.413131433288
"Other","Lagunaria patersonii :: Primrose Tree",1,"Sidewalk: Curb side : Cutout","DPW",2019-11-18,3,3,37.7738527032106,-122.479052157213
"Other","Platanus x hispanica 'Yarwood' :: Yarwood Sycamore",25,"Sidewalk: Curb side : Cutout","Port",2001-02-05,12,4,37.7976528582722,-122.395985750709
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2016-10-07,3,3,37.7409102741074,-122.4592152915
"Other","Pistacia chinensis :: Chinese Pistache",1,"Sidewalk: Curb side : Cutout","Private",2016-05-17,3,3,37.7485677985315,-122.438095249236
"Other","Eriobotrya deflexa :: Bronze Loquat",1,"Sidewalk: Curb side : Cutout","Private",2015-01-12,3,3,37.7386556931549,-122.42007742591
"Other","Phoenix canariensis :: Canary Island Date Palm",7,"Median : Cutout","Port",1994-07-15,12,3,37.7805375397414,-122.388880882265
"Other","Acacia baileyana :: Bailey's Acacia",14,"Sidewalk: Curb side : Cutout","Private",2006-03-03,3,3,37.732749510625,-122.415140102537
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",2,"Sidewalk: Curb side : Cutout","Private",2002-05-02,1,3,37.7705445057003,-122.428264732992
"Other","Platanus x hispanica 'Yarwood' :: Yarwood Sycamore",8,"Sidewalk: Curb side : Cutout","Private",2007-03-07,8,3,37.7797237344479,-122.400538552021
"Other","Pyrus calleryana :: Ornamental Pear",2,"Sidewalk: Curb side : Cutout","Private",2016-12-12,3,3,37.781152948088,-122.390064228941
"Other","Magnolia grandiflora :: Southern Magnolia",2,"Sidewalk: Curb side : Cutout","Private",2011-06-10,3,3,37.7210976210121,-122.403496526224
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",1995-02-02,3,3,37.7530768502005,-122.387935506959
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2016-01-11,20,3,37.7539824795408,-122.431792307029
"Other","Lophostemon confertus :: Brisbane Box",2,"Sidewalk: Curb side : Cutout","Private",2005-08-20,5,9,37.7136194817396,-122.43697994925
"Other","Pittosporum tenuifolium :: Tawhiwhi Pittosporum",1,"Sidewalk: Curb side : Cutout","Private",2019-10-11,3,3,37.719743011404,-122.402437083292
"Other","Fraxinus oxycarpa 'Raywood' :: Raywood Ash",3,"Sidewalk: Curb side : Cutout","Private",2005-12-27,3,3,37.7761382468915,-122.416872236456
"Other","Tree(s) ::",2,"Sidewalk: Curb side : Cutout","Private",2013-10-25,16,3,37.7638058081441,-122.422701865406
"Other","Pittosporum tenuifolium :: Tawhiwhi Pittosporum",1,"Sidewalk: Curb side : Cutout","Private",1969-08-21,17,4,37.7622400499559,-122.447950536602
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",1,"Sidewalk: Curb side : Cutout","Private",2019-08-23,3,3,37.7481147664022,-122.432531686182
"Other","Brahea edulis :: Guadalupe Palm",2,"Sidewalk: Curb side : Cutout","Private",2018-07-03,3,3,37.7519889207039,-122.410754139421
"Other","Pinus radiata :: Monterey Pine",2,"Sidewalk: Property side : Yard","DPW",2017-08-22,3,3,37.740195634398,-122.463202075736
"Other","Ficus nitida :: Laurel Fig",1,"Sidewalk: Curb side : Cutout","Private",2001-01-10,16,3,37.7766594822933,-122.422669431679
"Other","Ulmus parvifolia :: Chinese Elm",1,"Sidewalk: Curb side : Cutout","Private",2017-08-30,3,3,37.7930680031541,-122.392879995147
"Other","Eriobotrya deflexa :: Bronze Loquat",1,"Sidewalk: Curb side : Cutout","Private",1980-12-04,4,3,37.7334613379814,-122.429458147626
"Other","Prunus serrulata :: Ornamental Cherry",1,"Sidewalk: Curb side : Cutout","Private",2002-08-23,8,3,37.7614500048987,-122.443346807074
"Other","Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau'",1,"Sidewalk: Curb side : Cutout","Private",1998-04-24,6,3,37.7394283976201,-122.404336380175
"Other","Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant'",1,"Sidewalk: Curb side : Cutout","Private",2016-12-02,3,3,37.7389386461297,-122.415817669649
"Other","Ginkgo biloba :: Maidenhair Tree",2,"Sidewalk: Curb side : Cutout","Private",2019-01-18,3,4,37.7814808023322,-122.477392789959
"Other","Cercis canadensis :: Eastern Redbud",1,"Sidewalk: Curb side : Cutout","Private",2014-09-25,3,3,37.7447365225765,-122.431137436699
"Other","Platanus x hispanica 'Yarwood' :: Yarwood Sycamore",2,"Sidewalk: Curb side : Cutout","Private",2004-06-30,3,4,37.7759718030505,-122.418013668426
"Other","Lophostemon confertus :: Brisbane Box",4,"Sidewalk: Curb side : Cutout","Private",2016-02-01,3,3,37.7697340787486,-122.42207014677
"Other","Melaleuca quinquenervia :: Cajeput",14,"Sidewalk: Curb side : Cutout","Port",1999-12-10,6,3,37.7554914042846,-122.386983490089
"Other","Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia",2,"Sidewalk: Curb side : Cutout","Private",1998-01-15,3,3,37.7994725475626,-122.439898035919
"Other","Pyrus calleryana 'Chanticleer' :: Ornamental Pear Tree 'Chanticleer'",6,"Sidewalk: Curb side : Cutout","Private",2008-11-18,3,3,37.7713264423251,-122.418235884317
"Other","Leptospermum petersonii :: Lemon Scented Tea Tree",1,"Sidewalk: Curb side : Cutout","Private",2014-12-24,3,3,37.7608607468587,-122.474789624033
"Other","Pittosporum undulatum :: Victorian Box",1,"Sidewalk: Curb side : Cutout","Private",1979-03-29,14,6,37.7692976781052,-122.444442758417
"Other","Washingtonia robusta :: Mexican Fan Palm",1,"Sidewalk: Curb side : Cutout","Private",2016-02-10,3,3,37.7233025441304,-122.455064598389
"Other","Metrosideros excelsa :: New Zealand Xmas Tree",1,"Sidewalk: Curb side : Cutout","Private",1991-11-04,4,3,37.7139727473786,-122.460572653796
